"","X","index","anger","anticipation","disgust","fear","joy","sadness","V9"
"1",NA,0.173153455930965,0.0700027259908858,0.0398983264543458,0.231331804155863,0.107407601846419,0.132236956821395,0.145589418440292,0.0810144819906202
"2",NA,0.2108261757172,0.0270563649578913,0.0536740385598783,0.223925926994481,0.0790310825895268,0.142374845069788,0.14092185553152,0.0811287832528362
"3",NA,0.135687106629915,0.0435789013870933,0.0773444670438965,0.189171944362136,0.154651870614139,0.114074050622057,0.154864306267237,0.1179873447601
"4",NA,0.13799435345491,0.0587466847131872,0.0575286912296949,0.206556230135672,0.158786623040797,0.107927721279316,0.167480982294789,0.110135516009242
"5",NA,0.167009476278508,0.0148142807054721,0.0547210865765228,0.246000294797156,0.168100867020439,0.145852673806179,0.123486190215567,0.104428582048719
"6",NA,0.170228597193626,0.0496767229834251,0.111202252085181,0.236716507164456,0.104574036516826,0.163554205019343,0.135420127255253,0.115579617384942
"7",NA,0.16345081257915,0.0349156051558073,0.0517567408232845,0.217256996226195,0.169090264995812,0.122878760345093,0.158604325042237,0.129693627192408
"8",NA,0.164584078734279,0.048054378230044,0.0477366598736835,0.233182375689884,0.162641235867729,0.114433558877944,0.10774211206714,0.130696235685941
"9",NA,0.159870818763121,0.0206994830303336,0.0649467649417964,0.188349171188064,0.174906625069369,0.132487073649883,0.124364255329641,0.125113817407
"10",NA,0.158733521841443,0.0159838143097441,0.0881203953895331,0.193605975949666,0.137333086531856,0.13590246963305,0.132065819438109,0.104323668539886
"11",NA,0.170837155353646,0.0288108901753337,0.0987577108653254,0.207033893044732,0.135042986749978,0.133573046331016,0.132410167620226,0.052483525848032
"12",NA,0.161164027052011,0.0625748211818234,0.0849267805688373,0.176188123524911,0.152218815887631,0.138178859839582,0.144682196368665,0.0641363126239392
"13",NA,0.158505460502747,0.0478664108948725,0.0755387540361547,0.190574082486548,0.131958267527047,0.187605542472526,0.114092982936384,0.074493270774506
"14",NA,0.143618641782123,0.036850240454345,0.0439521977648583,0.226712846262722,0.145826552282872,0.139057466297264,0.138889259752831,0.0840318680761035
"15",NA,0.273168056493152,0.014880966284008,0.082848425898709,0.243816933196011,0.0581780282557849,0.162272455792138,0.124049601533493,0.0281455242332793
"16",NA,0.117616837043563,0.0669312581276196,0.0806428802643755,0.245974983477574,0.0517294714973943,0.203418362488224,0.159045631755496,0.079797377503363
"17",NA,0.25546432294993,0.0608985946017993,0.132515544053404,0.334618637853235,0.0544867262632392,0.059535215884294,0.086367364601692,0.0405270452409701
"18",NA,0.249308533903667,0.0293543778324781,0.152575897678613,0.207720417812451,0.129463495046803,0.141067103830567,0.181195584666754,-0.0037333451682806
"19",NA,0.212776265407985,-0.00587617858649405,0.0942231908521575,0.207667739083014,0.262367651636539,0.11457715481914,0.0672575281638897,0.0946537809837559
"20",NA,0.153147697682347,0.044856413003066,0.0700894065696293,0.199003010920534,0.167930498495008,0.116793287752698,0.155458757160451,0.101791563442911
"21",NA,0.181525841617824,0.0229447280571085,0.0772904040207064,0.252730651482739,0.0821774813946624,0.16444503751829,0.14594113837054,0.0636827269173389
"22",NA,0.198484073290035,-0.00140928312964887,0.0867883421561667,0.236796246071858,0.107050018201456,0.138000523350309,0.112951079391896,0.0874077523012176
"23",NA,0.173935618821464,0.0420848829851293,0.0695966002216271,0.227262757161668,0.137766440163595,0.139830450760384,0.14981008010302,0.0186625457714015
"24",NA,0.213773470030878,0.0202871662943416,0.0615602483583971,0.206335837828371,0.11263343300784,0.161300821643851,0.126767311067259,0.0814116488164632
"25",NA,0.193219544939297,0.0176784139701043,0.0886849082826346,0.236683532360241,0.0962520241629565,0.194043534791903,0.0851018068961801,0.0689710062274698
"26",NA,0.213536072431614,0.0143895652808153,0.0861420004414537,0.208737839229634,0.0796687059743122,0.165456369730795,0.10485249198715,0.086156027597346
"27",NA,0.204328260528222,0.0433510813371486,0.0722845015763343,0.225652809077367,0.067257581259376,0.160365110207375,0.093548936833032,0.12057171086772
"28",NA,0.222412802870926,0.031232749333044,0.106476349281697,0.224739794574912,0.122733556842458,0.1107216087345,0.124409214487221,0.062430726032852
"29",NA,0.210334990461719,0.00716153863027767,0.0807945423544188,0.220771951832307,0.118937069637852,0.191028716302085,0.0955461620207773,0.099838480209126
"30",NA,0.244123555781387,0.0530105460282208,0.086272102734872,0.288427462349299,0.0978717554302234,0.174123675621171,0.0859317209185649,0.057191246739315
"31",NA,0.227762690456473,0.0382195342148321,0.0660814622583975,0.198626823157442,0.14428826463238,0.15034975014642,0.0814657878225628,0.14085281967148
"32",NA,0.241373367561204,0.0120824451582147,0.100178343617907,0.293234309494779,0.060970524293716,0.145178373440253,0.101650962900737,0.0544023085598349
"33",NA,0.307743207094009,0.0307852173450627,0.0844466047967231,0.246770973035635,0.0511317722348983,0.136316383605346,0.0641610290388331,0.0693828222287011
"34",NA,0.206037074554978,-0.0125178112462634,0.0469530640131783,0.275935485475664,0.0950915397705363,0.18476413349411,0.0825527731263546,0.0872524924447306
"35",NA,0.228418200085817,0.054957331259243,0.063781875568555,0.239400527267421,0.0660430229595234,0.149102995512877,0.129634226547326,0.0276111967875275
"36",NA,0.288962942073613,0.00848028322058774,0.0694881104770306,0.260856871117902,0.0654499471711281,0.204633596915208,0.057473492430083,0.028724693641846
"37",NA,0.260612993019369,0.0137818657307075,0.0832939269139684,0.270799612724092,0.0342323593772771,0.171540883242962,0.110973187770381,0.0353999428520284
"38",NA,0.192968897254865,0.0175322409371374,0.0506205729176905,0.27056006715085,0.0814265436712043,0.0573835868746942,0.167006435486042,0.121440728380636
"39",NA,0.124481639285005,0.0183069137977309,0.0473893880199562,0.150194111489883,0.220212519537895,0.0676022444511294,0.241537031718875,0.117636143386101
"40",NA,0.197411237651338,0.0225373232185672,0.0384013905938526,0.329002149646457,0.131091721435957,0.0730214929844387,0.13523528877348,0.0784561978535181
"41",NA,0.24063751489383,-0.000483386797682131,0.11792369711403,0.259276199121392,0.0634078547565723,0.156151312997297,0.134543602770382,0.0529566565927424
"42",NA,0.351708792780616,0.015026116922979,0.0569989510342262,0.379305415111716,0.0432102633236284,0.154278419544246,0.0592960792858533,0.027128027599787
"43",NA,0.226479420011384,-0.00587617858649405,0.105962087279037,0.222698114286804,0.12163698602765,0.14752599749836,0.108400507374022,0.120820198469222
