"","index","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","n"
"1",2017-10-01 09:00:00,0.178801189048501,0.0719223796740087,0.0422762172888636,0.232347909901636,0.121189030779204,0.121838600598517,0.140758909550879,0.0908657631583912,347.089465377698
"2",2017-10-01 10:00:00,0.215856023877324,0.0290679652279653,0.0591221823733371,0.237020116551766,0.0781921844389886,0.157474720093995,0.142089723543023,0.0811770838936023,535.929380724246
"3",2017-10-01 11:00:00,0.142059851867088,0.0435595412523197,0.0724694517960099,0.187393873761919,0.170312899320001,0.104177763014685,0.165856035767119,0.114170583220857,747.6701461182
"4",2017-10-01 12:00:00,0.156973659657109,0.0454183848343219,0.0642341491704198,0.202707105110883,0.148656650113601,0.114691868707558,0.164584133827342,0.102734048578764,1010.35301082422
"5",2017-10-01 13:00:00,0.16859695444002,0.0152976675031542,0.051571294152499,0.252603660048716,0.156217659506152,0.141409962856007,0.124839153436332,0.08946364805712,664.334621495123
"6",2017-10-01 14:00:00,0.148311946077835,0.0401301769144141,0.10566916985203,0.224508885924915,0.0909113585784005,0.157988243534872,0.109001473093208,0.123478746024326,396.985320554064
"7",2017-10-01 15:00:00,0.163062448030751,0.0407917837423013,0.0513052201333174,0.210601827148242,0.158340745014151,0.112512469580532,0.15978025282324,0.103605253527465,631.545782065486
"8",2017-10-01 16:00:00,0.142183967470378,0.0525540533974948,0.0425854295939371,0.226338696300436,0.169135630164184,0.124100574310996,0.116934115806147,0.126167532956427,658.435801003955
"9",2017-10-01 17:00:00,0.160805885053886,0.0195457839872404,0.0658797072593361,0.187260226200191,0.177547065138862,0.135865182243956,0.127935900760649,0.125160249355879,942.197959829603
"10",2017-10-01 18:00:00,0.169402838301253,0.0285016255560075,0.0903389650078435,0.197982019076784,0.127002446479477,0.146414821445646,0.136982924383901,0.103374359749087,1535.60730450718
"11",2017-10-01 19:00:00,0.167340533401096,0.0307047926510462,0.102116760432965,0.210397229082169,0.140284377586578,0.1414058023499,0.123769561510771,0.0839809429854752,1236.17278467365
"12",2017-10-01 20:00:00,0.160144282589214,0.0574205195012971,0.0830453685748966,0.18015769642282,0.165995046638037,0.125594215295102,0.155099571395255,0.0725432995833782,725.575758744833
"13",2017-10-01 21:00:00,0.164153193620283,0.0497860645779954,0.0779166448706726,0.191590188232321,0.145739696459832,0.177207186249648,0.109262474046971,0.084344551942277,966.652660418371
"14",2017-10-01 22:00:00,0.148648489942247,0.038861840724419,0.0494003415783171,0.239807035820007,0.144987654132334,0.154157341321471,0.140057127764334,0.0840801687168696,532.150852628739
"15",2017-10-01 23:00:00,0.279540801730325,0.0148616061492344,0.0779734106508224,0.242038862595794,0.0738390569616465,0.152376168184766,0.135041331033375,0.0243287626940367,432.204090125509
"16",2017-10-02 00:00:00,0.136596143245762,0.0536029582487543,0.0873483382051004,0.242125858452785,0.0415994985701985,0.210182509916466,0.156148783288049,0.0723959100728854,179.697820730993
"17",2017-10-02 01:00:00,0.257051801111442,0.0613819813994814,0.12936575162938,0.341222003104795,0.0426035187489518,0.0550925049341219,0.0877203278224571,0.0255621112493711,128.934454351278
"18",2017-10-02 02:00:00,0.227391882787876,0.0198078317634671,0.147042815445462,0.19551279657291,0.115800817108377,0.135501142346096,0.154776930504709,0.00416578347110307,166.390592638365
"19",2017-10-02 03:00:00,0.212387900859586,0,0.0937716701621904,0.201012570005061,0.251618131654878,0.104210864054579,0.0684334559448931,0.0685654073188128,136.554133294961
"20",2017-10-02 04:00:00,0.130747586418446,0.0493560881705168,0.0649381762898829,0.192159331531086,0.174424892791463,0.12646030318575,0.164650760899458,0.097262860713397,214.859063913416
"21",2017-10-02 05:00:00,0.182460907908589,0.0217910290140153,0.0782233463382461,0.251641706494866,0.0848179214641552,0.167823146112363,0.149512783801548,0.0637291588662184,587.481549028628
"22",2017-10-02 06:00:00,0.209153389749845,0.0111085281166145,0.0890069117744771,0.241172289198976,0.0967193781490771,0.148512875162905,0.117868184337688,0.0864584435104183,566.37288698476
"23",2017-10-02 07:00:00,0.170438996868914,0.0439787854608418,0.0729556497892667,0.230626093199105,0.143007831000195,0.147663206779268,0.141169473993565,0.0501599629088447,554.407832303236
"24",2017-10-02 08:00:00,0.212753725568081,0.0151328646138153,0.0596788363644564,0.21030541072628,0.126409663758246,0.148716177099371,0.137184686093849,0.0898186357759022,658.857295843144
"25",2017-10-02 09:00:00,0.198867278056833,0.0195980676532272,0.0910627991171525,0.237699638106014,0.110033453095741,0.183645178569025,0.0802712980067669,0.0788222873952408,907.685060506276
"26",2017-10-02 10:00:00,0.218565920591738,0.0164011655508893,0.0915901442549125,0.221832028786919,0.078829807823774,0.180556244755002,0.106020359998653,0.0862043282381121,1096.790594754
"27",2017-10-02 11:00:00,0.210701005765395,0.043331721202375,0.0674094863284477,0.22387473847715,0.0829186099652376,0.150468822600003,0.104540666332914,0.116754949328477,1145.71113789765
"28",2017-10-02 12:00:00,0.241392109073125,0.0179044494541787,0.113181807222422,0.220890669550123,0.112603583915262,0.117485756162742,0.121512366019774,0.0550292586023744,273.969595713739
"29",2017-10-02 13:00:00,0.211922468623231,0.0076449254279598,0.077644749930395,0.227375317083867,0.107053862123565,0.186586005351913,0.0968991252415424,0.084873546217527,272.002854870852
"30",2017-10-02 14:00:00,0.222206904665596,0.0434639999592098,0.0807390205017206,0.276219841109758,0.0842090774917977,0.1685577141367,0.0595130667565199,0.0650903753786987,319.772368239091
