"","index","Referendum","Strike and mass demonstrations","King’s speech","Puigdemont answer s the king","First organizations to move out","Demonstrations for dialogue","Demonstration against independence","First DOI","Referendum organizers imprisonment"
"307",2017-10-14 04:00:00,1,1,1,1,1,1,1,1,0
"308",2017-10-14 05:00:00,1,1,1,1,1,1,1,1,0
"309",2017-10-14 06:00:00,1,1,1,1,1,1,1,1,0
"310",2017-10-14 07:00:00,1,1,1,1,1,1,1,1,0
"311",2017-10-14 08:00:00,1,1,1,1,1,1,1,1,0
"312",2017-10-14 09:00:00,1,1,1,1,1,1,1,1,0
"313",2017-10-14 10:00:00,1,1,1,1,1,1,1,1,0
"314",2017-10-14 11:00:00,1,1,1,1,1,1,1,1,0
"315",2017-10-14 12:00:00,1,1,1,1,1,1,1,1,0
"316",2017-10-14 13:00:00,1,1,1,1,1,1,1,1,0
"317",2017-10-14 14:00:00,1,1,1,1,1,1,1,1,0
"318",2017-10-14 15:00:00,1,1,1,1,1,1,1,1,0
"319",2017-10-14 16:00:00,1,1,1,1,1,1,1,1,0
"320",2017-10-14 17:00:00,1,1,1,1,1,1,1,1,0
"321",2017-10-14 18:00:00,1,1,1,1,1,1,1,1,0
"322",2017-10-14 19:00:00,1,1,1,1,1,1,1,1,0
"323",2017-10-14 20:00:00,1,1,1,1,1,1,1,1,0
"324",2017-10-14 21:00:00,1,1,1,1,1,1,1,1,0
"325",2017-10-14 22:00:00,1,1,1,1,1,1,1,1,0
"326",2017-10-14 23:00:00,1,1,1,1,1,1,1,1,0
"327",2017-10-15 00:00:00,1,1,1,1,1,1,1,1,0
"328",2017-10-15 01:00:00,1,1,1,1,1,1,1,1,0
"329",2017-10-15 02:00:00,1,1,1,1,1,1,1,1,0
"330",2017-10-15 03:00:00,1,1,1,1,1,1,1,1,0
"331",2017-10-15 04:00:00,1,1,1,1,1,1,1,1,0
"332",2017-10-15 05:00:00,1,1,1,1,1,1,1,1,0
"333",2017-10-15 06:00:00,1,1,1,1,1,1,1,1,0
"334",2017-10-15 07:00:00,1,1,1,1,1,1,1,1,0
"335",2017-10-15 08:00:00,1,1,1,1,1,1,1,1,0
"336",2017-10-15 09:00:00,1,1,1,1,1,1,1,1,0
"337",2017-10-15 10:00:00,1,1,1,1,1,1,1,1,0
"338",2017-10-15 11:00:00,1,1,1,1,1,1,1,1,0
"339",2017-10-15 12:00:00,1,1,1,1,1,1,1,1,0
"340",2017-10-15 13:00:00,1,1,1,1,1,1,1,1,0
"341",2017-10-15 14:00:00,1,1,1,1,1,1,1,1,0
"342",2017-10-15 15:00:00,1,1,1,1,1,1,1,1,0
"343",2017-10-15 16:00:00,1,1,1,1,1,1,1,1,0
"344",2017-10-15 17:00:00,1,1,1,1,1,1,1,1,0
"345",2017-10-15 18:00:00,1,1,1,1,1,1,1,1,0
"346",2017-10-15 19:00:00,1,1,1,1,1,1,1,1,0
"347",2017-10-15 20:00:00,1,1,1,1,1,1,1,1,0
"348",2017-10-15 21:00:00,1,1,1,1,1,1,1,1,0
"349",2017-10-15 22:00:00,1,1,1,1,1,1,1,1,0
"350",2017-10-15 23:00:00,1,1,1,1,1,1,1,1,0
"351",2017-10-16 00:00:00,1,1,1,1,1,1,1,1,0
"352",2017-10-16 01:00:00,1,1,1,1,1,1,1,1,0
"353",2017-10-16 05:00:00,1,1,1,1,1,1,1,1,0
"354",2017-10-16 06:00:00,1,1,1,1,1,1,1,1,0
"355",2017-10-16 07:00:00,1,1,1,1,1,1,1,1,0
"356",2017-10-16 08:00:00,1,1,1,1,1,1,1,1,0
"357",2017-10-16 09:00:00,1,1,1,1,1,1,1,1,0
"358",2017-10-16 10:00:00,1,1,1,1,1,1,1,1,0
"359",2017-10-16 11:00:00,1,1,1,1,1,1,1,1,0
"360",2017-10-16 12:00:00,1,1,1,1,1,1,1,1,0
"361",2017-10-16 13:00:00,1,1,1,1,1,1,1,1,0
"362",2017-10-16 14:00:00,1,1,1,1,1,1,1,1,0
"363",2017-10-16 15:00:00,1,1,1,1,1,1,1,1,0
"364",2017-10-16 16:00:00,1,1,1,1,1,1,1,1,0
"365",2017-10-16 17:00:00,1,1,1,1,1,1,1,1,0
"366",2017-10-16 18:00:00,1,1,1,1,1,1,1,1,0
"367",2017-10-16 19:00:00,1,1,1,1,1,1,1,1,0
"368",2017-10-16 20:00:00,1,1,1,1,1,1,1,1,0
"369",2017-10-16 21:00:00,1,1,1,1,1,1,1,1,0
"370",2017-10-16 22:00:00,1,1,1,1,1,1,1,1,1
"371",2017-10-16 23:00:00,1,1,1,1,1,1,1,1,1
"372",2017-10-17 00:00:00,1,1,1,1,1,1,1,1,1
"373",2017-10-17 01:00:00,1,1,1,1,1,1,1,1,1
"374",2017-10-17 02:00:00,1,1,1,1,1,1,1,1,1
"375",2017-10-17 03:00:00,1,1,1,1,1,1,1,1,1
"376",2017-10-17 04:00:00,1,1,1,1,1,1,1,1,1
"377",2017-10-17 05:00:00,1,1,1,1,1,1,1,1,1
"378",2017-10-17 06:00:00,1,1,1,1,1,1,1,1,1
"379",2017-10-17 07:00:00,1,1,1,1,1,1,1,1,1
"380",2017-10-17 08:00:00,1,1,1,1,1,1,1,1,1
"381",2017-10-17 09:00:00,1,1,1,1,1,1,1,1,1
"382",2017-10-17 10:00:00,1,1,1,1,1,1,1,1,1
"383",2017-10-17 11:00:00,1,1,1,1,1,1,1,1,1
"384",2017-10-17 12:00:00,1,1,1,1,1,1,1,1,1
"385",2017-10-17 13:00:00,1,1,1,1,1,1,1,1,1
"386",2017-10-17 14:00:00,1,1,1,1,1,1,1,1,1
"387",2017-10-17 15:00:00,1,1,1,1,1,1,1,1,1
"388",2017-10-17 16:00:00,1,1,1,1,1,1,1,1,1
"389",2017-10-17 17:00:00,1,1,1,1,1,1,1,1,1
"390",2017-10-17 18:00:00,1,1,1,1,1,1,1,1,1
"391",2017-10-17 19:00:00,1,1,1,1,1,1,1,1,1
"392",2017-10-17 20:00:00,1,1,1,1,1,1,1,1,1
"393",2017-10-17 21:00:00,1,1,1,1,1,1,1,1,1
